버스정류장코드,시도명,시군코드,버스정류장명,측정시간,측정원본시간,미세먼지PM2점5측정값,미세먼지PM10측정값,일산화탄소측정값,이산화황측정값,이산화질소측정값,외부온도측정값,외부습도측정값,풍향,풍속측정값
07508,성남시,41130,차그룹컨소시엄,2020-09-08 03:25:42,1599535542,10,13,0,0.034,0.057,22,73.2,W ,1.5
06032,성남시,41130,아튼빌후문,2020-09-08 03:28:56,1599535736,12,14,0.215,0,0.078,21.6,75.5,W ,2.3
07239,성남시,41130,분당등기소,2020-09-08 03:23:58,1599535438,9,13,0,0.029,0.09,21.9,74.9,SW,1
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-08 03:29:28,1599535768,11,17,0.062,0,0.068,21.6,76.6,NW,0.7
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-08 03:28:33,1599535713,6,7,0.03,0,0.057,21.8,75.6,W ,0.5
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-08 03:23:30,1599535410,14,19,0.104,0.015,0,22,75.2,W ,0.9
06053,성남시,41130,상대원시장.새마을금고,2020-09-08 03:22:59,1599535379,9,12,0.092,0.048,0.145,21.4,75.7,E ,0
07142,성남시,41130,분당구청.중앙공원후문,2020-09-08 03:29:36,1599535776,10,13,0,0,0.07,21.9,75,E ,0.3
07205,성남시,41130,새마을연수원입구,2020-09-08 03:23:06,1599535386,21,26,0,0.031,0.084,22.1,73.5,NW,2.3
05326,성남시,41130,위례중앙초등학교,2020-09-08 03:23:05,1599535385,11,20,0,0.074,0.012,21.9,74,E ,2.1
07444,성남시,41130,장안중학교후문,2020-09-08 03:28:38,1599535718,11,16,0.042,0,0.023,21.3,78.6,N ,0
06049,성남시,41130,상대원고개,2020-09-08 03:29:34,1599535774,9,13,0,0,0.048,20.9,77.4,SW,0
07103,성남시,41130,대원사거리.까치마을,2020-09-08 03:25:58,1599535558,11,20,0.143,0,0,21.5,78.6,SE,0.2
07060,성남시,41130,하얀마을.구미도서관,2020-09-08 03:26:54,1599535614,8,11,0.144,0,0.071,21.1,80.1,N ,0.8
07270,성남시,41130,목련마을한신아파트,2020-09-08 03:22:07,1599535327,6,7,0.181,0,0.09,21.7,75.6,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-09-08 03:21:24,1599535284,9,14,0.46,0,0.054,22.1,73.5,W ,6.5
05033,성남시,41130,성남수정경찰서,2020-09-08 03:26:02,1599535562,13,18,0,0,0.024,22.1,72.5,SW,2.2
07059,성남시,41130,농수산물센터,2020-09-08 03:20:32,1599535232,11,18,0.04,0,0.083,21.5,77,SW,1.3
05073,성남시,41130,태평제일교회,2020-09-08 03:27:01,1599535621,9,13,0,0,0.057,21.4,76.3,SW,1
05036,성남시,41130,모란고개,2020-09-08 03:22:03,1599535323,8,10,0,0,0.045,21.9,73.7,SW,1.6
07155,성남시,41130,푸른마을,2020-09-08 03:25:34,1599535534,8,12,0,0.002,0.065,22.1,74.1,W ,0.7
07502,성남시,41130,판교도서관.판교청소년수련관,2020-09-08 03:24:44,1599535484,6,7,0.371,0,0.046,21.6,75.9,E ,1.1
07498,성남시,41130,삼평교,2020-09-08 03:29:25,1599535765,9,10,0.136,0,0.088,21.6,76.1,W ,1.6
06349,성남시,41130,상대원1동행정복지센터,2020-09-08 03:26:33,1599535593,7,8,0,0,0.056,21.4,76,W ,0
05135,성남시,41130,을지대학교.생활관,2020-09-08 03:21:06,1599535266,13,19,0,0.029,0.047,21.4,75.7,N ,0
07098,성남시,41130,롯데백화점.수내역,2020-09-08 03:21:07,1599535267,14,20,0.141,0.011,0.1,22,75.2,W ,2.3
00005,성남시,41130,센코-국가측정비교-단대동 행정복지센터,2020-08-24 13:43:23,1598276603,23,30,0,0.062,0.086,33.3,52.3,E ,1.7
06211,성남시,41130,상원초교.성남중앙병원.양지동청소년문화의집,2020-08-24 13:43:33,1598276613,22,27,0,0,0.049,32.2,56.3,SE,1
05092,성남시,41130,산성역.신흥주공아파트후문,2020-08-24 13:34:51,1598276091,23,32,0.493,0,0.077,33.9,52.4,E ,0.7
05001,성남시,41130,판교제2테크노밸리,2020-08-24 13:40:33,1598276433,25,34,0.156,0.131,0.034,32.7,60.3,SW,0
06083,성남시,41130,신구대학,2020-08-24 13:39:23,1598276363,24,31,0.145,0,0.091,32.9,53.1,E ,3.9
05080,성남시,41130,성남수정새마을금고.한국사회적기업진흥원,2020-08-24 13:40:20,1598276420,28,37,0,0.001,0.054,33.4,52.2,W ,1.5
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-08-24 13:41:14,1598276474,40,49,0,0,0.084,32.6,54.5,NE,1.7
06155,성남시,41130,현대아파트.중원도서관,2020-08-24 13:41:10,1598276470,28,35,0,0.028,0.058,34.6,50,N ,0.3
07367,성남시,41130,"동부, 코오롱 아파트",2020-08-24 13:37:29,1598276249,25,30,0.193,0,0.025,32.1,60.2,N ,0.8
07020,성남시,41130,너더리육교,2020-08-24 13:35:56,1598276156,20,24,0,0,0.067,34.5,52.3,S ,0.7
06229,성남시,41130,성남시청,2020-08-24 13:37:51,1598276271,21,28,0,0,0.099,33.1,54.9,N ,0
07334,성남시,41130,청솔주공6단지,2020-08-24 13:35:16,1598276116,16,19,0.071,0.004,0.08,31.9,59.5,SE,0.3
07472,성남시,41130,분당중앙고앞,2020-08-24 13:34:57,1598276097,6,9,0.331,0,0.098,31.5,59.6,N ,1.1
07116,성남시,41130,분당도서관.계원예고.이마트,2020-08-24 13:35:36,1598276136,19,22,0.511,0.03,0.122,31.8,59.3,W ,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-08-24 13:41:18,1598276478,23,27,0,0.001,0.097,31.7,60.6,W ,0.5
07505,성남시,41130,성내미육교.판교박물관,2020-08-24 13:33:54,1598276034,29,38,0.036,0.054,0.074,33.4,54.6,E ,2
07098,성남시,41130,롯데백화점.수내역,2020-08-24 13:42:11,1598276531,23,26,0.141,0.011,0.1,32.8,56.2,W ,1.2
07508,성남시,41130,차그룹컨소시엄,2020-08-24 13:36:38,1598276198,23,26,0,0.034,0.057,33.4,53.4,S ,0.8
06032,성남시,41130,아튼빌후문,2020-08-24 13:39:44,1598276384,26,33,0.215,0,0.078,32.7,55.6,W ,1.3
07239,성남시,41130,분당등기소,2020-08-24 13:35:04,1598276104,17,20,0,0.029,0.09,33,55.2,S ,0.8
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-08-24 13:40:27,1598276427,21,27,0.097,0,0.075,32.1,57.5,NE,0.8
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-08-24 13:39:34,1598276374,20,24,0.109,0,0.063,32.5,56.6,SW,1
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-08-24 13:34:34,1598276074,30,37,0.178,0.015,0,32.7,55.3,SW,0.8
06053,성남시,41130,상대원시장.새마을금고,2020-08-24 13:33:57,1598276037,22,26,0.092,0.048,0.145,31.9,57.2,NE,0
07142,성남시,41130,분당구청.중앙공원후문,2020-08-24 13:40:39,1598276439,21,26,0,0,0.07,33.5,55,NE,0.4
05008,성남시,41130,고등동우체국,2020-09-08 03:27:55,1599535675,16,24,0,0.012,0.074,21.8,73.7,E ,2.3
05142,성남시,41130,복정초등학교,2020-09-08 03:29:11,1599535751,8,11,0,0,0.052,22,74.1,W ,0.7
07283,성남시,41130,영남아파트,2020-09-08 03:27:20,1599535640,7,10,0,0,0.027,21.2,79,W ,0
05021,성남시,41130,신촌동앞,2020-09-08 03:26:02,1599535562,10,16,0,0.075,0.05,21.8,76,W ,0.3
06195,성남시,41130,도촌3단지,2020-09-08 03:29:04,1599535744,7,9,0,0.019,0.041,21.5,77.4,W ,0.4
05140,성남시,41130,성남초교사거리,2020-09-08 03:20:45,1599535245,11,15,0,0,0.065,21.7,74.5,SW,0.3
07561,성남시,41130,이매촌한신.서현역.AK프라자,2020-09-08 03:23:04,1599535384,9,12,0,0.002,0.073,22,74.6,N ,0.5
05322,성남시,41130,위례새초롱유치원,2020-09-08 03:29:24,1599535764,9,12,0,0,0.039,21.6,76.3,W ,0.7
06210,성남시,41130,(구)단대동주민센터,2020-09-08 03:25:48,1599535548,13,15,0,0,0.025,22,72.9,E ,1.9
06070,성남시,41130,은행동현대아파트,2020-09-08 03:20:13,1599535213,7,10,0,0.014,0.097,21.1,77.5,SE,0.2
06206,성남시,41130,성남우체국,2020-09-08 03:29:56,1599535796,7,13,0,0,0.012,21.8,74.3,SE,2.5
07110,성남시,41130,주공4단지,2020-09-08 03:21:05,1599535265,11,20,0,0.002,0.069,21.6,77.6,E ,1.3
07624,성남시,41130,정자역,2020-09-08 03:20:16,1599535216,55,68,0,0,0.118,22.2,73.7,N ,1.8
07029,성남시,41130,로얄냉장,2020-09-08 03:26:58,1599535618,7,10,0,0,0.049,21.8,75.1,SW,2.8
05183,성남시,41130,송현초등학교.판교이지더원2단지,2020-09-08 03:22:50,1599535370,9,10,0.161,0,0.098,22.1,73.5,W ,0.7
07515,성남시,41130,뫼루니육교,2020-09-08 03:22:42,1599535362,8,14,0.247,0,0.096,21.4,76.1,W ,2.3
07400,성남시,41130,아름마을.방아다리사거리,2020-09-08 03:25:25,1599535525,12,14,0,0.005,0.06,22.1,73.7,NW,2.3
07301,성남시,41130,송림고등학교.이매촌청구아파트.동신아파트,2020-09-08 03:28:42,1599535722,7,10,0,0,0.064,21.7,77.2,E ,1
07092,성남시,41130,주공7단지.한솔종합사회복지관,2020-09-08 03:21:14,1599535274,10,14,0.026,0.075,0.061,21.9,75.2,W ,1
05070,성남시,41130,수진역.성호시장.성일중고입구,2020-09-08 03:24:10,1599535450,9,12,0.429,0.014,0.017,22.1,72.7,W ,1.9
07220,성남시,41130,평생학습원. 중앙도서관,2020-09-08 03:21:03,1599535263,6,9,0,0,0,21.8,76.6,N ,0.3
07163,성남시,41130,한솔마을청구아파트,2020-09-08 03:24:36,1599535476,7,8,0,0,0.064,21.3,78.2,E ,0
23305,남양주시,41360,금곡예비군훈련장.충일아파트,2020-09-08 03:27:26,1599535646,8,12,1.383,0.071,0.079,21.9,74.9,NW,2
49831,남양주시,41360,금강펜테리움 1차,2020-09-08 03:25:02,1599535502,10,14,0,0.001,0.125,22,74,W ,1.7
49689,남양주시,41360,도농고,2020-09-08 03:27:56,1599535676,9,12,0,0,0,22.1,73,SE,2.3
23087,남양주시,41360,롯데아파트.다산센트레빌,2020-09-08 03:25:36,1599535536,9,12,0,0,0.078,22.1,74.1,SE,1.8
49291,남양주시,41360,오남체육공원.대우푸르지오아파트,2020-09-08 03:21:48,1599535308,9,13,0,0,0.046,20.5,83.1,SE,1.2
23528,남양주시,41360,마석가구공단.천마산스키장입구,2020-09-08 03:20:32,1599535232,10,16,0,0,0.065,20.4,83.7,S ,0
49276,남양주시,41360,신동아아파트입구.한양병원,2020-09-08 03:21:51,1599535311,11,13,0,0,0.085,21.1,79.3,NE,2.5
23537,남양주시,41360,능내리봉안마을,2020-09-08 03:21:50,1599535310,10,14,0,0,0.075,22.3,72.9,NE,1.2
49174,남양주시,41360,롯데마트,2020-09-08 03:25:52,1599535552,8,11,0,0,0.126,21.4,76.3,SW,2
23935,남양주시,41360,진중삼거리,2020-09-08 03:29:09,1599535749,7,8,0,0.032,0.067,22.2,73.2,SW,0
23054,남양주시,41360,넉바위마을,2020-09-08 03:24:19,1599535459,10,15,0,0,0.066,21.5,75.2,W ,2.4
23220,남양주시,41360,지세마을,2020-09-08 03:27:29,1599535649,8,16,0,0,0.019,21.6,75.9,SE,3
23652,남양주시,41360,무량사,2020-09-08 03:20:15,1599535215,7,9,0,0.038,0.42,21.5,76.6,E ,0.3
49340,남양주시,41360,삼육대후문.논골.한화아파트,2020-09-08 03:23:12,1599535392,10,13,0,0.006,0.086,21.7,75.7,N ,2
23331,남양주시,41360,금곡동주민자치센터.장애인복지관.보훈회관.금강.명지A,,,,,,,,,,,
23363,남양주시,41360,홍유릉.금곡동주민센터.남양주고용복지플러스센터,2020-09-08 03:26:52,1599535612,14,23,0,0,0.053,21.6,76.1,SW,1.9
49350,남양주시,41360,대원칸타빌.모아미래도.유승한내들이든힐즈,,,,,,,,,,,
23336,남양주시,41360,인정프린스아파트.구금곡역,2020-09-08 03:20:39,1599535239,10,15,0,0,0.07,21.3,78.6,E ,0.3
23378,남양주시,41360,금곡역.어룡마을입구.주유소,2020-09-08 03:22:27,1599535347,9,11,0,0,0.057,21.5,76.6,S ,3
23917,남양주시,41360,별내면사무소.에코랜드입구,,,,,,,,,,,
23875,남양주시,41360,와부읍사무소,2020-09-08 03:24:23,1599535463,10,15,0,0,0,22,75.3,SW,0
23149,남양주시,41360,법골,,,,,,,,,,,
49205,남양주시,41360,신영지웰.금강아파트.진접초교,2020-09-08 03:28:43,1599535723,8,12,0,0,0.038,21.4,77.1,NE,0.8
23022,남양주시,41360,청학리주공2.3단지.농협,2020-09-08 03:20:46,1599535246,16,27,0,0.046,0.062,21.7,72.1,N ,0.8
23969,남양주시,41360,"풍양중, 진접고등학교",,,,,,,,,,,
23964,남양주시,41360,신도브래뉴아파트,2020-09-08 03:22:06,1599535326,7,9,0.081,0,0.063,21.3,77.6,NE,1.7
23356,남양주시,41360,광릉내종점,2020-09-08 03:22:15,1599535335,16,27,0,0,0.072,21.5,74.4,E ,1.3
49201,남양주시,41360,경복대학,,,,,,,,,,,
49444,남양주시,41360,휴먼시아1636,2020-09-08 03:21:10,1599535270,7,9,0,0.003,0.059,21.1,79,SW,0.9
23313,남양주시,41360,신광마을입구.진접센트레빌시티,2020-09-08 03:26:20,1599535580,9,16,0,0,0.064,21.6,74.1,NE,3
23246,남양주시,41360,진접파출소.제일약국,2020-09-08 03:25:14,1599535514,10,18,0,0.041,0.092,21.7,73.1,W ,1
49422,남양주시,41360,상하수도관리센터,2020-09-02 15:29:03,1599060543,10,14,0,0,0.037,24,92.1,SE,0.4
49502,남양주시,41360,배양1리 마을회관,2020-09-02 15:24:47,1599060287,6,8,0,0.003,0.088,23.8,94,NE,0
23600,남양주시,41360,현대아파트,2020-09-02 15:29:15,1599060555,5,8,0,0.005,0.092,23.4,95,N ,1.7
23548,남양주시,41360,가양초교,2020-09-02 15:28:56,1599060536,5,10,0,0.081,0.105,23,96.1,SW,0.1
49482,남양주시,41360,별내농협,2020-09-02 15:30:29,1599060629,10,16,0,0,0.096,23.8,93.6,E ,0.8
23431,남양주시,41360,건영아파트.우성아파트,2020-09-02 15:22:54,1599060174,4,6,0.005,0.019,0.066,23.6,95.3,NW,1.9
49456,남양주시,41360,구별내면사무소,2020-09-02 15:30:10,1599060610,4,4,0,0,0.096,23.7,93.7,S ,0.1
49567,남양주시,41360,예봉초등학교입구,2020-09-02 15:26:03,1599060363,5,7,0,0.052,0.061,23.4,93.3,NE,0
23264,남양주시,41360,예비군훈련장입구,2020-09-02 15:28:29,1599060509,6,9,0,0.008,0.095,23.1,95.4,NE,1.1
23374,남양주시,41360,주공3단지.덕소역,2020-09-02 15:25:54,1599060354,2,5,0,0.073,0.062,23.6,94.4,SE,0
23388,남양주시,41360,금곡동구종점,2020-09-02 15:23:15,1599060195,6,9,0,0,0.083,24,90.4,SE,0.4
23412,남양주시,41360,남양주시청,2020-09-02 15:29:37,1599060577,8,10,0,0,0.071,23.9,93.6,NE,0.7
23255,남양주시,41360,양정동주민센터,2020-09-02 15:24:16,1599060256,3,4,0,0,0.063,23.6,92.7,NW,0.7
06007,성남시,41130,성남동성당,2020-09-02 15:23:42,1599060222,4,5,0,0,0.079,25.1,87.3,E ,0
49329,남양주시,41360,현암싸릿골,2020-09-02 15:30:43,1599060643,8,14,0,0,0.043,23.3,94.7,E ,2.3
49361,남양주시,41360,연평2리.와촌입구,2020-09-02 15:24:38,1599060278,9,16,0,0.04,0.029,23.6,92,N ,1.5
00006,성남시,41130,센코-국가측정비교-한국도로공사정자3동 행정복지센터,2020-09-02 15:26:10,1599060370,3,3,0,0,0.049,23.7,94.7,SW,0.8
00008,성남시,41130,센코-국가측정비교-운중동 행정복지센터,2020-09-02 15:26:16,1599060376,7,11,0,0,0.071,24.2,93.4,W ,1
00001,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-02 15:22:39,1599060159,5,7,0,0.135,0.035,23.3,92.7,NE,0.3
00004,남양주시,41360,센코-국가측정비교-오남읍사무소,2020-09-02 15:23:38,1599060218,5,8,0,0.036,0.044,23.3,92,E ,1
00007,성남시,41130,센코-국가측정비교-상대원1동 행정복지센터,2020-09-02 15:26:31,1599060391,2,5,0,0,0.076,24.2,90.2,N ,0
00003,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-02 15:24:56,1599060296,0,0,0,0.086,0.034,23.3,91.5,N ,0
00002,남양주시,41360,센코-국가측정비교-화도읍사무소,2020-09-02 15:22:38,1599060158,5,7,0.069,0.091,0.011,23.3,91.3,E ,2.1
05071,성남시,41130,신흥시장.수정보건소,2020-09-02 15:30:32,1599060632,4,6,0.597,0,0.086,24,91.7,SW,0.1
23991,남양주시,41360,휴먼시아6.7단지.가운중학교,2020-09-02 15:29:17,1599060557,4,5,0,1.983,0.104,23.7,92.8,E ,0.3
07487,성남시,41130,백현마을2단지,2020-09-02 15:23:10,1599060190,10,17,0.095,0.075,0.023,24.6,91.9,SE,0.9
23900,남양주시,41360,가운배수펌프장,2020-09-02 15:25:29,1599060329,4,6,0.098,0.061,0.108,23.7,94.1,E ,0
07053,성남시,41130,아데나펠리스,2020-09-02 15:24:24,1599060264,4,6,0,0,0.073,24.6,91.4,NW,0
23880,남양주시,41360,가운휴먼시아1.2.3.4단지,2020-09-02 15:22:21,1599060141,6,9,0,0.15,0.096,23.7,94.6,NW,0.9
07010,성남시,41130,운중고등학교,2020-09-02 15:28:38,1599060518,5,8,0.206,0.094,0,23.9,94.3,E ,0.8
23928,남양주시,41360,남양주제2청사.남양주경찰서,2020-09-02 15:22:49,1599060169,17,45,0,0.039,0.114,23.5,96.6,NW,0.2
05143,성남시,41130,가천대역.가천대학교,2020-09-02 15:22:49,1599060169,4,6,0,0.008,0.051,24.5,93.1,E ,1.2
49454,남양주시,41360,한림로얄팰리스.초석빌리지,2020-09-02 15:24:03,1599060243,10,15,0,0,0.226,23.1,96.2,NW,0.3
06043,성남시,41130,성남자이아파트,2020-09-02 15:23:55,1599060235,5,10,0.395,0.032,0.043,24.4,91,E ,0.5
23573,남양주시,41360,상계전마을.신도브래뉴2차아파트,2020-09-02 15:26:27,1599060387,15,22,0,0.1,0.098,23.5,90.9,S ,1
23664,남양주시,41360,지현마을.남양주공고,2020-09-02 15:29:33,1599060573,7,14,0,0.146,0,22.9,95.5,NE,1.5
23182,남양주시,41360,"남양주체육문화센터,에일린의뜰",2020-09-02 15:25:29,1599060329,7,10,0,0.017,0.09,23.7,93.8,N ,0.7
07492,성남시,41130,판교역.낙생육교.현대백화점,2020-09-02 15:24:25,1599060265,9,12,0,0,0.094,24.5,90.5,SE,1.3
23496,남양주시,41360,호평동주민센터,2020-09-02 15:21:05,1599060065,7,12,0,0,0.079,23.1,93.5,NE,0.3
00005,성남시,41130,센코-국가측정비교-단대동 행정복지센터,2020-09-02 15:28:15,1599060495,4,6,0,0.015,0.054,23.6,92.9,E ,1.1
06211,성남시,41130,상원초교.성남중앙병원.양지동청소년문화의집,2020-09-02 15:22:52,1599060172,4,8,0,0,0.049,23.8,91.7,E ,0.4
05092,성남시,41130,산성역.신흥주공아파트후문,2020-09-02 15:24:10,1599060250,3,5,0.493,0,0.077,23.5,94.6,W ,1.3
05001,성남시,41130,판교제2테크노밸리,2020-09-02 15:20:00,1599060000,8,12,0.156,0.131,0.034,24.3,96.4,E ,0
06083,성남시,41130,신구대학,2020-08-28 02:39:09,1598582349,16,18,0.145,0,0.091,26.2,92.3,SW,0.2
05080,성남시,41130,성남수정새마을금고.한국사회적기업진흥원,2020-09-02 15:29:39,1599060579,6,8,0,0,0.066,24.8,89.9,S ,0.2
06164,성남시,41130,모란역.모란시장입구.풍생중고교,2020-09-02 15:20:50,1599060050,11,14,0,0,0.042,24.8,88.5,SW,0.8
06155,성남시,41130,현대아파트.중원도서관,2020-09-02 15:20:35,1599060035,7,10,0,0.002,0.063,24.6,92,E ,0.2
07367,성남시,41130,"동부, 코오롱 아파트",2020-09-02 15:30:07,1599060607,12,20,0.097,0.001,0.02,24.1,93.1,E ,0
07020,성남시,41130,너더리육교,2020-09-02 15:25:20,1599060320,6,8,0,0,0.067,24.3,95,E ,0
06229,성남시,41130,성남시청,2020-09-02 15:27:22,1599060442,13,17,0,0,0.099,24.4,89.5,E ,1.4
07472,성남시,41130,분당중앙고앞,2020-09-02 15:24:19,1599060259,1,1,0.275,0,0.105,23.5,94.9,SE,0.7
07116,성남시,41130,분당도서관.계원예고.이마트,2020-09-02 15:25:01,1599060301,3,4,0.511,0.03,0.122,23.9,96,SE,0
06102,성남시,41130,"선경아파트, 성남중원경찰서",2020-09-02 15:20:50,1599060050,3,4,0,0,0.082,23.8,92,NW,0
07505,성남시,41130,성내미육교.판교박물관,2020-09-02 15:23:14,1599060194,8,12,0.036,0.075,0.085,24.1,93.8,W ,1.2
07098,성남시,41130,롯데백화점.수내역,2020-09-02 15:21:31,1599060091,6,8,0.141,0.011,0.1,24.7,91.8,NE,0.2
07508,성남시,41130,차그룹컨소시엄,2020-09-02 15:26:03,1599060363,8,11,0,0.034,0.057,24.2,93.3,NE,0.8
06032,성남시,41130,아튼빌후문,2020-09-02 15:29:09,1599060549,3,4,0.215,0,0.078,24.2,92,SE,0
07239,성남시,41130,분당등기소,2020-09-02 15:24:23,1599060263,2,4,0,0.029,0.09,24.6,90.4,W ,0.3
07250,성남시,41130,임광아파트정문.효자촌입구.분당중앙교회,2020-09-02 15:29:53,1599060593,7,11,0.211,0,0.068,24.1,94.8,SE,0
07300,성남시,41130,동국대한방병원.신성아파트.수내고교,2020-09-02 15:28:57,1599060537,4,7,0.099,0,0.07,23.8,95.2,SE,0
07325,성남시,41130,중앙공원.샛별마을우방아파트,2020-09-02 15:23:56,1599060236,7,10,0.106,0.015,0,23.8,96.8,E ,0.7
06053,성남시,41130,상대원시장.새마을금고,2020-09-02 15:23:21,1599060201,3,4,0.092,0.048,0.145,24.2,88.7,SW,0
07142,성남시,41130,분당구청.중앙공원후문,2020-09-02 15:30:01,1599060601,6,9,0,0,0.07,23.7,95.3,NE,0.3
07205,성남시,41130,새마을연수원입구,2020-09-02 15:23:31,1599060211,6,8,0,0.031,0.084,24.4,90.7,SE,0
05326,성남시,41130,위례중앙초등학교,2020-09-02 15:23:26,1599060206,5,9,0,0.074,0.012,24.2,91.3,E ,0.7
07444,성남시,41130,장안중학교후문,2020-09-02 15:29:02,1599060542,7,13,0.355,0,0.05,23.6,95.4,E ,0.2
06049,성남시,41130,상대원고개,2020-09-02 15:29:58,1599060598,6,12,0.377,0.013,0.077,24.1,92,SE,0.3
07103,성남시,41130,대원사거리.까치마을,2020-09-02 15:26:20,1599060380,3,5,0.131,0,0,23.5,96.1,W ,0.4
07060,성남시,41130,하얀마을.구미도서관,2020-09-02 15:27:16,1599060436,7,10,0.366,0,0.092,24.2,93.5,W ,1.3
07270,성남시,41130,목련마을한신아파트,2020-09-02 15:22:32,1599060152,3,4,0.244,0,0.122,23.9,96.3,N ,0
07045,성남시,41130,미금역.2001아울렛,2020-09-02 15:21:45,1599060105,7,11,0.46,0,0.054,25,89.4,SE,0.7
05033,성남시,41130,성남수정경찰서,2020-09-02 15:26:32,1599060392,11,14,0,0,0.039,24.9,90.4,NW,0.2
07059,성남시,41130,농수산물센터,2020-09-02 15:20:56,1599060056,8,13,0.114,0,0.084,24.5,90.5,SW,1.7
05073,성남시,41130,태평제일교회,2020-09-02 15:27:21,1599060441,4,8,0,0.001,0.07,24,90.9,E ,1.2
