"측정망별(1)",측정망별(2),측정망별(3),측정망별(4),2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03
"도로변대기",서울,서울,강변북로,76,50,64,34,26,23,22,30,39**,48**,46,46,52
"도로변대기",서울,서울,화랑로,64,40,54,29,28**,19,26,37,45,50**,46,45,51
"도로변대기",서울,서울,공항대로,76,45,53,28**,32*,31,28,37,47,53**,56,46,53
"도로변대기",서울,서울,동작대로,77,52,68,39,29,25,21,31,38,46,47,46,51
"도로변대기",서울,서울,정릉로,74,50,63,34,25,23,19,28,42,48,47,46,50
"도로변대기",서울,서울,시흥대로,72,45,53,33,29,29,24,31,37,39,48,48,49
"도로변대기",서울,서울,시도평균,73,47,59,33,30,27,24,33,43,46,46,45,49
"도로변대기",부산,부산,온천동,54,43,48,31,27,27,22,26,34,36,32,37,37
"도로변대기",부산,부산,초량동,50,43,53,37,30,30,26,27,33,32,29,33,32
"도로변대기",부산,부산,부산북항,49,42,49,31,28,29,24,25,31,31,27,29,30
"도로변대기",부산,부산,부산신항,48,39,48,30,26,30,24,29,36,35,31,36,33
"도로변대기",부산,부산,시도평균,50,42,49,32,28,29,24,27,34,33,30,33,33
"도로변대기",대구,대구,평리동,56,41,50,36,30,31,27,35,51,47,43,44,43
"도로변대기",대구,대구,이곡동,60,46,54,42,35**,-,35**,29,41,40,37,37,36
"도로변대기",대구,대구,시도평균,58,44,52,39,32*,31**,28*,32,46,44,40,40,39
"도로변대기",인천,인천,석바위,72,53,60,34**,-,34,29,37,44,42,46,40,45
"도로변대기",인천,인천,부평역,91,69,89,49,49,42,48,56,51,45,58,52,57
"도로변대기",인천,인천,송현,64,41,48,31,34,35,31,37,43,41,43,37,40
"도로변대기",인천,인천,서해,-,-,-,-,-,-,-,-,-,-,-,-,56*
"도로변대기",인천,인천,남동,-,-,-,-,-,-,-,-,-,-,-,-,51*
"도로변대기",인천,인천,시도평균,76,55,65,40*,42*,37,36,43,46,43,49,43,49
"도로변대기",광주,광주,치평동,75,52,52,50,36,36,34,40*,-,29**,43,39,39
"도로변대기",광주,광주,운암동,72,50,57,42,28,29,28,38,50,45,50,45,47
"도로변대기",광주,광주,시도평균,73,51,54,46,32,33,31,39,50**,43*,46,42,43
"도로변대기",대전,대전,대흥동1,79,51,51,33,23,27,20,25,49,50,52,47,43
"도로변대기",대전,대전,월평동,67,39,48,36,28,25,22,31,43,40,42,40,41
"도로변대기",대전,대전,시도평균,73,45,50,34,26,26,21,28,46,45,47,44,42
"도로변대기",울산,울산,신정로,45,36,39,28,25,28,27,27,32,33,32,33,33
"도로변대기",경기,수원,경수대로(동수원),89,55,66,38,41,36,29,40,53,57,55,52,58
"도로변대기",경기,성남,성남대로(모란역),73,45,55,34,34,35,30,39,50,52,52,50,50
"도로변대기",경기,성남,대왕판교로(백현동),63,41,48,30,31,31,25,33,42,44,46,42,44
"도로변대기",경기,안산,중앙대로(고잔동),65,40,50,28,29,29,24,33,39,29**,39**,43,46
"도로변대기",경기,고양,백마로(마두역),79,53,72,41,32,35,30,42,51,49,49,41,53
"도로변대기",경기,부천,송내대로(중동),94,62,71,43,42,34,28,35,39,38,41,41,47
"도로변대기",경기,용인,중부대로(구갈동),75,48,59,35,34,33,27,35,47,52,52,48,49
"도로변대기",경기,오산,금암로(신장동),-,-,-,30,30,32,28,33,42,45,47,43,44
"도로변대기",경기,시도평균,소계,77,49,60,35,34,33,28,36,45,48,49,45,49
"도로변대기",충북,청주,복대동,79,50,55,42,30,28,25,35,50,50,50,48,48
"도로변대기",충남,천안,성성동,85,58,66,48,34,33,31,47,57,55,66,58,57
"도로변대기",전북,전주,금암동,73,48,49,41,26,29*,30,39,51,-,-,-,-
"도로변대기",전북,전주,서신동,-,-,-,-,-,-,-,-,-,34**,-,-,-
"도로변대기",경남,창원,반송로,55,46,53,39,-,-,-,23,31,30,28,31,29
"도로변대기",제주,제주,노형로,-,-,-,-,-,-,-,-,-,31,32,37,44
